"cell_type_formatted","marker","neg_log10_p"
"vascular smooum muscle","EHD2",15.1985269899967
"vascular smooum muscle","MGST3",15.0604062222897
"vascular smooum muscle","PFN2",15.0069032686551
"vascular smooum muscle","RPL7",14.9709658378997
"vascular smooum muscle","CFL2",14.8835948429563
"vascular smooum muscle","PDLIM1",14.8208891654843
"vascular smooum muscle","RPL4",14.7257551389675
"vascular smooum muscle","MRVI1",14.7153518467461
"vascular smooum muscle","ATOH8",14.6869571590848
"vascular smooum muscle","PLS3",14.6818448450276
"vascular smooum muscle","ALDOA",14.6738939102581
"vascular smooum muscle","C9orf3",14.6328721364768
"vascular smooum muscle","ARPC1B",14.611168164542
"vascular smooum muscle","ROCK1",14.5839441871446
"vascular smooum muscle","LDHB",14.4243648750571
"vascular smooum muscle","CSRP1",14.3204866495269
"vascular smooum muscle","SKP1",14.2317336742386
"vascular smooum muscle","CD151",14.1708940258222
"vascular smooum muscle","GJC1",14.1454014563986
"vascular smooum muscle","PPIA",14.0640128381537
"vascular smooum muscle","TRIL",14.0334335397355
"vascular smooum muscle","SEPW1",14.0326853592883
"vascular smooum muscle","FAM153C",13.8932772820197
"vascular smooum muscle","S100A11",13.6358402480488
"vascular smooum muscle","CPE",13.5878583074558
"vascular smooum muscle","CYP4X1",13.4764289379811
"vascular smooum muscle","RPL22",13.4045338239202
"vascular smooum muscle","AEBP1",13.2631470649194
"vascular smooum muscle","FMOD",13.0674530304335
"vascular smooum muscle","FXYD1",13.0670112341697
"vascular smooum muscle","UQCRB",12.8245409923251
"vascular smooum muscle","TCEAL4",12.8136328125873
"vascular smooum muscle","FHL2",12.8136258010633
"vascular smooum muscle","CBX6",12.3040152047531
"vascular smooum muscle","VTN",12.0220613698356
"vascular smooum muscle","GRP",11.9371267855456
"vascular smooum muscle","ADAMTS5",11.9221897418134
"vascular smooum muscle","CYB5R3",11.8488517124281
"vascular smooum muscle","ARHGAP1",11.7649207162585
"vascular smooum muscle","GATM",11.6916470285247
"vascular smooum muscle","MSRB3",11.5490265459038
"vascular smooum muscle","VASP",11.3859675936721
"vascular smooum muscle","COL12A1",11.3291216166609
"vascular smooum muscle","LOC728392",11.2786273086291
"vascular smooum muscle","ATP5O",11.1252529053357
"vascular smooum muscle","HSPB6",10.9675548669169
"vascular smooum muscle","DCTN2",10.7509777458246
"vascular smooum muscle","SYNPO2",10.7008258548848
"vascular smooum muscle","NDUFB8",10.5775508809951
"vascular smooum muscle","HEYL",10.5589566754766
"vascular smooum muscle","NES",10.3847194499871
"vascular smooum muscle","NTRK3",10.1580496443846
"vascular smooum muscle","OAZ2",10.0503510339466
"vascular smooum muscle","PGAM1",10.0492318885701
"vascular smooum muscle","SMARCD3",9.99552017726
"vascular smooum muscle","PDGFA",9.90813541879658
"vascular smooum muscle","FILIP1L",9.57224741928233
"vascular smooum muscle","RBPMS",9.50973196540389
"vascular smooum muscle","EZR",9.40342019348486
"vascular smooum muscle","GYG1",9.3864016927851
"vascular smooum muscle","CHRD",9.2833873864729
"vascular smooum muscle","ISCU",9.17812991044888
"vascular smooum muscle","RPS27L",9.15117783156281
"vascular smooum muscle","NME4",9.05525855961731
"vascular smooum muscle","MPRIP",9.03928189304962
"vascular smooum muscle","COMMD6",9.02731774861627
"vascular smooum muscle","RCSD1",8.85182429421839
"vascular smooum muscle","CD36",8.74529746969849
"vascular smooum muscle","CCDC107",8.66461961523958
"vascular smooum muscle","PSME1",8.47097084054177
"vascular smooum muscle","ARPC4",8.45235976139666
"vascular smooum muscle","PCID2",8.42391059242967
"vascular smooum muscle","RPL36AL",8.40047974068815
"vascular smooum muscle","EIF4B",8.39575983310269
"vascular smooum muscle","EPDR1",8.27989538515949
"vascular smooum muscle","MRPS6",8.24886821174614
"vascular smooum muscle","ZAK",8.19832252147989
"vascular smooum muscle","MYO1B",8.19487096805458
"vascular smooum muscle","MOCS1",8.08053744041502
"vascular smooum muscle","MYLIP",8.05830153417841
"vascular smooum muscle","PDLIM5",7.78624520337054
"vascular smooum muscle","CITED2",7.75802741751622
"vascular smooum muscle","HSDL2",7.64573299187979
"vascular smooum muscle","RSU1",7.6142403800248
"vascular smooum muscle","C1orf123",7.61298736408106
"vascular smooum muscle","RGS16",7.60293473013022
"vascular smooum muscle","SNCG",7.36191036623818
"vascular smooum muscle","AP3S1",7.3568156863489
"vascular smooum muscle","CAMLG",7.29189446510285
"vascular smooum muscle","BST2",7.28819324528072
"vascular smooum muscle","GAS5",7.19001114742953
"vascular smooum muscle","ZEB2",7.02026230089851
"vascular smooum muscle","CETN2",6.89346488032908
"vascular smooum muscle","HDAC1",6.88091805907667
"vascular smooum muscle","EIF3L",6.87639860708478
"vascular smooum muscle","PPP1R12B",6.82681030283605
"vascular smooum muscle","PACSIN2",6.6028758080471
"vascular smooum muscle","CSDE1",6.53382540908899
"vascular smooum muscle","FABP5",6.37311987838547
"vascular smooum muscle","IFITM1",6.19749617741112
"vascular smooum muscle","EIF3H",6.13525216196687
"vascular smooum muscle","ST6GALNAC6",6.00098968171976
"vascular smooum muscle","TBX2-AS1",5.84875612664234
"vascular smooum muscle","HTRA1",5.43733389106026
"vascular smooum muscle","FABP4",5.38694011951571
"vascular smooum muscle","DES",3.45973246259352
"myofibroblast","ASPN",169.346937541588
"myofibroblast","CLU",137.988060999741
"myofibroblast","CFH",117.112432088595
"myofibroblast","WIF1",101.351126020612
"myofibroblast","SCARA3",98.8967312158519
"myofibroblast","VIM",81.8729044008604
"myofibroblast","DPT",76.1184056789456
"myofibroblast","TGFBI",68.5072663410552
"myofibroblast","TSPAN8",67.4312695162461
"myofibroblast","LTBP1",65.5514579101345
"myofibroblast","CD9",63.8792990640454
"myofibroblast","RPS2",62.9248474072378
"myofibroblast","BCHE",58.5899358885745
"myofibroblast","TNC",58.2327899835114
"myofibroblast","LTBP2",56.1438399083154
"myofibroblast","PAMR1",55.5549851325504
"myofibroblast","POSTN",54.2163499848108
"myofibroblast","FGF18",52.5388520855615
"myofibroblast","LINC00632",51.0710352033974
"myofibroblast","RPL12",46.9937541549882
"myofibroblast","PCSK1N",46.673898296735
"myofibroblast","RARRES1",46.1442113196444
"myofibroblast","ANGPTL2",45.8805025277525
"myofibroblast","RPS18",45.3798238037127
"myofibroblast","RPL13",42.9054833306887
"myofibroblast","RPS3",41.3366263698747
"myofibroblast","ANGPTL6",41.2197124133489
"myofibroblast","RPS4X",40.6697923603686
"myofibroblast","COL3A1",40.5277383909664
"myofibroblast","ATP1B1",40.2701508840223
"myofibroblast","ITGBL1",39.5249933653837
"myofibroblast","RPS12",38.7910733698645
"myofibroblast","RPL10",37.8225789074948
"myofibroblast","VCAN",37.5705401711414
"myofibroblast","TYRP1",36.7785047748081
"myofibroblast","TNFRSF19",35.3404572286075
"myofibroblast","MT1X",34.8388455526331
"myofibroblast","LXN",34.8359161211345
"myofibroblast","GNB2L1",34.2929300525972
"myofibroblast","TGFBR3",33.912831971701
"myofibroblast","ROBO1",32.2206897571008
"myofibroblast","RPL11",31.7178183492785
"myofibroblast","RPL18A",31.6704760868292
"myofibroblast","S100A13",31.0961539027559
"myofibroblast","RPS9",31.0148999713547
"myofibroblast","RPS6",30.7535684370861
"myofibroblast","RPL8",30.7490074300069
"myofibroblast","RPL26",30.1778332492019
"myofibroblast","RPL29",29.9378387132024
"myofibroblast","PRELP",29.8951655240405
"myofibroblast","DKK3",29.8598085587856
"myofibroblast","S100A10",29.8472539911326
"myofibroblast","HS3ST3A1",29.0152698465737
"myofibroblast","SLITRK6",28.4558465874472
"myofibroblast","LGALS3",27.8092359022274
"myofibroblast","VCAM1",27.780179512251
"myofibroblast","RPL13A",27.7097032737032
"myofibroblast","TMEM100",27.3830351993399
"myofibroblast","CYSLTR1",27.1885482785663
"myofibroblast","ALDH2",26.6980606743528
"myofibroblast","PSTPIP1",26.5950785691061
"myofibroblast","RPL30",26.4680737075369
"myofibroblast","COMP",25.7985787161838
"myofibroblast","MUC12",25.4556041396727
"myofibroblast","RPL32",25.1025024969677
"myofibroblast","ARRDC3",25.0830800095745
"myofibroblast","LUZP2",24.9154210388859
"myofibroblast","RPS15A",24.7107984163267
"myofibroblast","MDFI",24.526422615167
"myofibroblast","EEF1G",24.4081024105613
"myofibroblast","RPL28",24.3081285448312
"myofibroblast","SSC5D",24.2593578748529
"myofibroblast","RPS24",23.9574749171175
"myofibroblast","RPL19",23.8617647152938
"myofibroblast","RPL10A",23.6317980368263
"myofibroblast","LINC01436",23.5748258706573
"myofibroblast","RPS8",23.4024817502688
"myofibroblast","EEF1A1",23.1329478440599
"myofibroblast","CNN3",22.7573672882102
"myofibroblast","RPL18",22.3317772912594
"myofibroblast","RPL7A",22.2858115741349
"myofibroblast","FN1",22.2510950351381
"myofibroblast","SFTA1P",22.1968144318991
"myofibroblast","TMEM98",21.9642219717755
"myofibroblast","F2R",21.4469610059086
"myofibroblast","TSHZ2",21.4075078658209
"myofibroblast","PDGFC",20.9191675404312
"myofibroblast","RPS27A",20.8479345031673
"myofibroblast","ROBO2",20.7382013353319
"myofibroblast","RPSA",20.6911354715095
"myofibroblast","GREM2",20.6425679796994
"myofibroblast","DIRAS3",20.4724318135526
"myofibroblast","RPS3A",20.2639868255448
"myofibroblast","WDR91",20.2048077361689
"myofibroblast","RPS15",20.0565139571039
"myofibroblast","CCDC146",20.0274773353825
"myofibroblast","RPL23A",19.9696211273793
"myofibroblast","RPL3",19.8482212267571
"myofibroblast","FXYD5",19.5213247358057
"myofibroblast","ENC1",19.4484369646458
"myofibroblast","CTHRC1",19.3700789408081
"myofibroblast","RPL7",19.3454329752215
"myofibroblast","NACA",19.2365570762025
"myofibroblast","NTM",19.1897814768121
"myofibroblast","LRRC75A-AS1",19.1467482587579
"myofibroblast","FXYD6",19.0192311732051
"myofibroblast","COL1A1",18.9599100121488
"myofibroblast","RPS5",18.7068682658137
"myofibroblast","TGFB1",18.5379394375153
"myofibroblast","RPLP1",18.3777522309752
"myofibroblast","NPC2",18.1736336487327
"myofibroblast","GAS5",18.002372333056
"myofibroblast","RPS19",17.979087320736
"myofibroblast","COL12A1",17.9249125734501
"myofibroblast","GALNT18",17.9181370553791
"myofibroblast","FHL1",17.8042449815805
"myofibroblast","EEF1D",17.572342376526
"myofibroblast","THBD",17.4441548802391
"myofibroblast","COL16A1",17.2666415066235
"myofibroblast","TPD52L1",17.2231802807918
"myofibroblast","FGF14",17.1573121685887
"myofibroblast","RPL5",17.148963132448
"myofibroblast","SYNDIG1",16.9772566583798
"myofibroblast","MAMDC2",16.9595948185024
"myofibroblast","RPS11",16.9372971005469
"myofibroblast","MMP2",16.9336811387907
"myofibroblast","MGP",16.5702443511487
"myofibroblast","CXCL14",16.4890314714348
"myofibroblast","MXRA5",16.4675495453345
"myofibroblast","RPS23",16.3182549680863
"myofibroblast","CIRBP",16.2684494910124
"myofibroblast","RPL4",16.1743474810091
"myofibroblast","CLEC11A",15.9671187960284
"myofibroblast","NOTUM",15.7401885549372
"myofibroblast","RPL41",15.7229483653064
"myofibroblast","RPS17",15.6978435816445
"myofibroblast","GEM",15.6795518724901
"myofibroblast","NNMT",15.6780054245147
"myofibroblast","USP18",15.4161822927718
"myofibroblast","NAP1L1",15.3687719300754
"myofibroblast","RPL36",15.310028656357
"myofibroblast","KCTD12",15.0222079718332
"myofibroblast","RPLP0",14.8292902756099
"myofibroblast","DANCR",14.8270477204793
"myofibroblast","RPL15",14.7722796617898
"myofibroblast","HSBP1",14.7353361222119
"myofibroblast","RPL6",14.4231931322204
"myofibroblast","CTGF",14.1802115393521
"myofibroblast","RPS13",14.1751263684023
"myofibroblast","GABARAPL2",13.8759188792042
"myofibroblast","HOXB6",13.8394480683818
"myofibroblast","C2CD2",13.6574890604603
"myofibroblast","CCDC68",13.634272743907
"myofibroblast","RAB34",13.5866571637462
"myofibroblast","ANGPTL1",13.4588107648591
"myofibroblast","AREG",13.3428851209639
"myofibroblast","UBA52",13.300598931968
"myofibroblast","LAMP5",13.2781246002471
"myofibroblast","ARHGDIB",13.2249246207376
"myofibroblast","HLA-A",13.1712307195305
"myofibroblast","TSC22D1",13.04839467873
"myofibroblast","EEF2",12.8625674208018
"myofibroblast","NFIB",12.7778636359415
"myofibroblast","ISM1",12.7762914754585
"myofibroblast","STXBP6",12.7597786424634
"myofibroblast","CCNI",12.7435463149216
"myofibroblast","HOXB5",12.5785096902399
"myofibroblast","RPL24",12.3690125732073
"myofibroblast","PTCH1",12.3505818149316
"myofibroblast","C1QTNF7",11.9944989714461
"myofibroblast","BGN",11.9577245420834
"myofibroblast","C6orf48",11.9261222131648
"myofibroblast","COL1A2",11.5919215950233
"myofibroblast","PBX3",11.5889055010459
"myofibroblast","CTSK",11.4740751764442
"myofibroblast","FOXP1",11.449922194799
"myofibroblast","CREB5",11.4140513617249
"myofibroblast","WNT5A",11.4033062561814
"myofibroblast","ADGRG6",11.1491802316766
"myofibroblast","TCF12",11.1108129188637
"myofibroblast","EEF1B2",11.0939418541713
"myofibroblast","HOXB-AS3",11.0354537542037
"myofibroblast","LHFPL2",11.0133854157379
"myofibroblast","TAGLN2",10.9565524430917
"myofibroblast","EXPH5",10.8835725246914
"myofibroblast","C16orf89",10.8434198213681
"myofibroblast","ATP5G2",10.6997806516438
"myofibroblast","ENPP2",10.5195559963734
"myofibroblast","PLSCR4",10.5182569884588
"myofibroblast","MFAP2",10.3523640600631
"myofibroblast","EMP3",10.3175289544311
"myofibroblast","PAM",10.2820962061036
"myofibroblast","MICAL2",10.2768994366209
"myofibroblast","MATN2",10.2326245041981
"myofibroblast","SPON2",10.1318954827768
"myofibroblast","PTGER2",9.96671227200483
"myofibroblast","DUSP10",9.96314177126528
"myofibroblast","C9orf16",9.86158395216388
"myofibroblast","ZFP36L2",9.83783432170835
"myofibroblast","ST3GAL4",9.71983677138167
"myofibroblast","HLA-B",9.6845332808212
"myofibroblast","PRPS2",9.63621052821886
"myofibroblast","FILIP1L",9.48688965904754
"myofibroblast","RCN3",9.48423603774918
"myofibroblast","GOLIM4",9.43387068967695
"myofibroblast","TBX3",9.17029748054754
"myofibroblast","CD34",9.07369326175704
"myofibroblast","PPP2R4",9.00991467956358
"myofibroblast","NFIC",8.99577965346178
"myofibroblast","LDLRAD4",8.9819813148444
"myofibroblast","COL8A1",8.94053257439761
"myofibroblast","CD200",8.83157872223708
"myofibroblast","ALCAM",8.79055309259155
"myofibroblast","COX4I1",8.64015112892673
"myofibroblast","CTSZ",8.63958330566972
"myofibroblast","THY1",8.63228500953135
"myofibroblast","PDGFRA",8.56336045451822
"myofibroblast","ARL6IP5",8.43017567835273
"myofibroblast","CD82",8.3518636805137
"myofibroblast","EIF3G",8.26891071616621
"myofibroblast","PDLIM4",8.16203205393693
"myofibroblast","SNX9",7.99550563288234
"myofibroblast","USF2",7.87968461780189
"myofibroblast","CADM3",7.73465157539498
"myofibroblast","PAPPA",7.67057287764444
"myofibroblast","RCN2",7.61371150212811
"myofibroblast","PDLIM3",7.59656581825978
"myofibroblast","MYL6B",7.58934388447658
"myofibroblast","GLTSCR2",7.55735322674537
"myofibroblast","PTGER1",7.47206156659028
"myofibroblast","STARD10",7.37963732445248
"myofibroblast","NEDD9",7.33649073071706
"myofibroblast","JAM2",7.29043173593717
"myofibroblast","FLRT2",7.25851982782633
"myofibroblast","COTL1",7.23570830916015
"myofibroblast","RARRES3",7.2275193732934
"myofibroblast","PHLDA3",7.19058040474175
"myofibroblast","IMPDH2",7.16968238334837
"myofibroblast","LAYN",7.12896714151881
"myofibroblast","FKBP10",7.09595564049748
"myofibroblast","FAM213A",7.09214059589829
"myofibroblast","RERG",7.05630036884435
"myofibroblast","PKIG",6.98648351256942
"myofibroblast","FIBP",6.97909130225332
"myofibroblast","IGF1",6.97513425045153
"myofibroblast","SNHG8",6.95242453503136
"myofibroblast","PRDM6",6.8823863036008
"myofibroblast","BASP1",6.85628289527516
"myofibroblast","DAP",6.7500205188091
"myofibroblast","NET1",6.72833867153049
"myofibroblast","HLF",6.66744379801417
"myofibroblast","LTBP3",6.66523670087146
"myofibroblast","ELOVL1",6.59211610630896
"myofibroblast","COL15A1",6.46645428419196
"myofibroblast","MDK",6.36789312950054
"myofibroblast","COL5A1",6.18366537098806
"myofibroblast","PLS3",6.00798973984999
"myofibroblast","COL5A2",5.93670920112211
"myofibroblast","HSD11B1",5.91040775879981
"myofibroblast","CMTM3",5.87588958199204
