tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,RAG_cell_type
Lung,3,0.75,"DENND5B,ARHGAP15,FCHSD2,ST6GAL1,PDK1,RALGPS2,CREB3L2",Immune (B cell),B cell,CL:0000236,pulmonary alveolar type 2 cell
Lung,3,0.75,"PARP8,ARHGAP15,AOAH,PIP4K2A,B2M,KLRD1,SKAP1",Immune (NK cell),natural killer cell,CL:0000623,NK T cell
Lung,3,0.75,"FKBP5,BCL2,FYN,THEMIS,SKAP1,ITK,PARP8",Immune (T cell),T cell,CL:0000084,cd8+ naive t cell
Lung,3,0.75,"PPARG,GPCPD1,DOCK8,RNF149,SLC11A1,PLXDC2,TFRC",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,Alveolar Macrophages
Lung,3,0.75,"TPSAB1,IL18R1,SYTL3,ARHGAP15,FER,SRGN,SLC24A3",Immune (mast cell),mast cell,CL:0000097,mast cell
Lung,3,0.75,"EBF1,CACNA1C,MYH11,ACTA2,CALD1,DMD,PRKG1",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
Lung,3,0.75,"EPAS1,ST6GALNAC3,PTPRM,CALCRL,PECAM1,TIMP3,TCF4",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,3,0.75,"RBMS3,RORA,LSAMP,PRKG1,SLIT2,PLXDC2,LAMA2",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,3,0.75,"SLC8A1,SRGN,FKBP5,CD74,CTSB,TBXAS1,PIK3R5",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",myeloid dendritic cell
Lung,3,0.75,"LPIN1,ACSL1,PPARG,PLIN2,EBF1,PLIN1,GHR",Adipocyte,fat cell,CL:0000136,adipocyte
Lung,3,0.75,"HOPX,AGER,EMP2",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar type I cell
Lung,3,0.75,"SFTPB,NKX2-1,LAMP3",Alveolar Type II,type II pneumocyte,CL:0002063,alveolar type II cell and myeloid dendritic cell
Lung,3,0.75,"CD24,FAS,CR2",B cell_memory,memory B cell,CL:0000787,B cell
Lung,3,0.75,"HYDIN,DNAI2,FOXJ1,TUBA1A,DNAI1,CDHR3",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,3,0.75,"SCGB3A1,SCGB1A1,BPIFA1,MUC5B,SLPI",Club Epithelial,club cell,CL:0000158,club cell
Lung,3,0.75,"IL33,IGFBP5,HGF,COL3A1,FBLN1,COL6A3,SLIT2,DDR2,COL18A1,IGFBP3,COL6A6,NEGR1,COL1A2,COL6A2,IL6,COL6A1,COL1A1,DCN",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,3,0.75,"PROX1,LYVE1,FLT4,CCL21",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
Lung,3,0.75,"PTPRC,CD74,CD163,LYVE1,RBPJ,CD68,C1QA,MS4A6A,SLC11A1,CD36,CSF1R,LYZ,MRC1,MS4A4A,CD163",Macrophage,macrophage,CL:0000235,macrophage
Lung,3,0.75,"HDC,TPSAB1,FCER1A,CD69",Mast Cell,mast cell,CL:0000097,mast cell
Lung,3,0.75,"MYO1B,MCAM,PDGFRB,CSPG4,ACTA2,DES",Pericyte,pericyte,CL:0000669,pericyte
Lung,3,0.75,"TAGLN,SMTN,VCL,MYH11,ACTG2,MYOCD,MYL9,DES,GUCY1B3,ACTA2",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,3,0.75,"IL7R,SKAP1,THEMIS,NKG7,CD3D,CD247,CD96,CD3E,CD69",T cell,T cell,CL:0000084,T cell
Lung,3,0.75,"CD300LG,RAMP3,CLDN5,LDB2,BACE2,VWF,PTPRB",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,3,0.75,"SFTPA1,NAPSA,SFTPA2,SFTPD,PGC,SLC34A2,SFTA2",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cells
Lung,3,0.75,"MGAM,FCGR3B,MMP25,IL1R2,OLAH,MTND5P32,PROK2",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
Lung,3,0.75,"CD3E,CD2,TRBC2,TRAC,CD69,IL7R,IL32","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
Lung,3,0.75,"KLRD1,CCL4,CD2,NKG7,GZMA,CD3D,CD3E","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cd8+ mem/eff t cell
Lung,3,0.75,"KLRD1,GNLY,KLRB1,GZMA,CST7,KLRF1,CD247",nk cell,natural killer cell,CL:0000623,natural killer cell
Lung,3,0.75,"CYTL1,POSTN,CCL14,PLVAP,ZNF385D,RBP5,ADAMTS4",bronchial vessel endothelial cell,,,unidentified cell type
Lung,3,0.75,"CCN5,CNN1,MYH11,FOXC2,DES,ACTG2,ADRA2C",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,3,0.75,"FBLN1,C1R,SERPINF1,MGP,DCN,IGFBP6,MFAP5",adventitial cell,adventitial cell,CL:0002503,fibroblast
Lung,3,0.75,"C1QA,APOC1,APOE,FABP4,C1QB,MRC1,VSIG4",macrophage,macrophage,CL:0000235,macrophage
Lung,3,0.75,"VWA5A,KIT,TPSAB1,TPSB2,CPA3,HPGDS,GATA2",basophil,basophil,CL:0000767,mast cell
Lung,3,0.75,"FCN1,CD300E,S100A8,S100A12,VSIR,FGL2,MNDA",classical monocyte,classical monocyte,CL:0000860,monocyte-derived cell
Lung,3,0.75,"SERPINE2,NPR3,CXCL12,GJA5,SSTR1,DKK2,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell of artery
Lung,3,0.75,"CAPS,C9orf24,C1orf194,PIFO,TPPP3,C11orf88,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,club cell
Lung,3,0.75,"FCGR2B,PKIB,CLEC5A,CST7,CLEC10A,GPR183,CD1C",dendritic cell,dendritic cell,CL:0000451,dendritic cell
Lung,3,0.75,"BPIFB1,TSPAN1,LCN2,MSMB,CP,SCGB1A1,TFF3",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
Lung,3,0.75,"MIR205HG,IGFBP2,KRT5,KRT17,PERP,S100A2,KRT19",basal cell,basal cell,CL:0000646,basal epithelial cell
Lung,3,0.75,"DERL3,TNFRSF17,SPAG4,IGHG4,JCHAIN,CD79A,IGHG2",plasma cell,plasma cell,CL:0000786,plasma cell
Lung,3,0.75,"IGHM,TNFRSF13C,VPREB3,CD79A,BLK,CD19,LINC01781",b cell,B cell,CL:0000236,B cell
Lung,3,0.75,"TTYH1,ANO1,PRR4,PRB3,C6orf58,LINC01829,PRB1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
Lung,3,0.75,"CD163,HCLS1,CSF1R,MS4A6A,FCGR3A,MAFB,RNASE6",non-classical monocyte,non-classical monocyte,CL:0000875,nonclassical monocyte
Lung,3,0.75,"RAMP2,SLC6A4,FCN3,MT1M,CALCRL,CLDN5,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,cell_type_name
Lung,3,0.75,"CA4,SPARCL1,CLDN5,HPGD,EDNRB,RAMP2,TIMP3",capillary aerocyte,,,capillary endothelial cell
Lung,3,0.75,"NCKAP5,PKDCC,ITLN2,NTM,MYRF,SCEL,UPK3B",type i pneumocyte,type I pneumocyte,CL:0002062,Club Cells
Lung,3,0.75,"SPARCL1,CLU,LIFR,VWF,PRSS23,RAMP3,C7",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell
Lung,3,0.75,"PTGDS,C7,LUM,RARRES2,C1S,FBLN1,DCN",alveolar fibroblast,,,fibroblast
Lung,3,0.75,"FOXC2,RELN,MMRN1,SEMA3D,CCL21,SCN3B,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,Mesothelial Cells
Lung,3,0.75,"ACTG2,PPP1R14A,PLAC9,CNN1,CRYAB,PLN,MYH11",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
Lung,3,0.75,"CLEC4C,AL357143.1,LAMP5,AL139020.1,SCT,SPIB,LILRA4",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
Lung,3,0.75,"SFTPB,SCGB3A2,ELF3,CEACAM6,NEDD4L,CYP2B7P,FOLR1",club cell,club cell,CL:0000158,club cell
Lung,3,0.75,"NPDC1,C7,ACKR1,SPARCL1,CLDN5,LIFR,PLVAP",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,None
Lung,3,0.75,"PDGFRB,LMOD1,CCN5,BGN,COX4I2,GJA4,MYH11",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,fibroblast
Lung,3,0.75,"MKRN9P,RSPO1,LINC01902,LRRC38,GPR1,PLPPR4,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,Club Cell
Lung,3,0.75,"PPP1R14A,COX4I2,KCNK3,INMT,HIGD1B,BGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,pulmonary endothelial cell
Lung,3,0.75,"SYT4,BCHE,PRG4,HAS1,ROR2,ITLN1,VIPR2",mesothelial cell,mesothelial cell,CL:0000077,goblet cell
Lung,3,0.75,"SCN7A,AL135910.1,CACNA1C,BMP5,TARID,COL1A2,ABCA6",fibroblast,fibroblast,CL:0000057,Fibroblast
Lung,3,0.75,"AIF1,CD300E,CORO1A,MPEG1,LILRB2,VCAN,FCN1",intermediate monocyte,intermediate monocyte,CL:0002393,nonclassical monocyte
Lung,3,0.75,"DGKI,CLCNKB,ATP6V1G3,PROX1,CEL,TMPRSS11E,CLNK",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,unclassified cell type or potential novel cell type
Lung,3,1.0,"LAMA3,LMO7,SCEL,RTKN2,DST,SPOCK2,EMP2,GPRC5A,ARHGEF26,AGER",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,alveolar epithelial cell type I
Lung,3,1.0,"CD79B,SP140,VPREB3,MS4A1,LINC00926,CD79A,BANK1,ADAM28,BLK,CD22",B,B cell,CL:0000236,B cell
Lung,3,1.0,"PERP,KRT5,FHL2,KRT17,S100A2,CLDN1,ITGA2,KRT19,KRT15,DST",Basal,basal cell,CL:0000646,basal cell
Lung,3,1.0,"METTL9,VCAN,S100A12,CTSS,FCN1,CD300E,S100A9,CSF3R,S100A8,CD99",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
Lung,3,1.0,"MAL,IL7R,TRAT1,MALAT1,CD6,CD2,ITK,LEF1,BCL11B,CAMK4",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cell
Lung,3,1.0,"C20orf85,DNAH6,SNTN,CCDC170,FAM92B,FANK1,RSPH1,ZMYND10,CDHR3,CAPS",Ciliated,ciliated cell,CL:0000064,goblet cell
Lung,3,1.0,"HLA-DPB1,FPR3,HLA-DQA1,CSF2RA,FCGR2B,RGS1,CLEC10A,GPR183,HLA-DMB,MS4A6A",Dendritic,dendritic cell,CL:0000451,nonclassical monocyte
Lung,3,1.0,"FBLN1,C3,ADH1B,SLIT2,LUM,DCN,CFD,C1R,ABLIM1,C1S",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,3,1.0,"TFPI,IGFBP7,PPFIBP1,PKHD1L1,TFF3,TBX1,TIMP3,CCL21,MMRN1,PROX1",Lymphatic,,,Lymphatic Endothelial Cells
Lung,3,1.0,"ITGAX,ACP5,GPD1,VSIG4,SLCO2B1,C1QB,APOC1,OLR1,MARCO,C1QA",Macrophage,macrophage,CL:0000235,alveolar macrophage
Lung,3,1.0,"PRF1,KLRF1,CD247,PYHIN1,FCGR3A,GNLY,GZMB,KLRD1,NKG7,SPON2",Natural Killer,natural killer cell,CL:0000623,cd8+ mem/eff t cell
Lung,3,1.0,"HSP90B1,SEC11C,MANF,MZB1,DERL3,TNFRSF17,PRDX4,POU2AF1,XBP1,SSR4",Plasma,plasma cell,CL:0000786,plasma cell
Lung,3,1.0,"ABCA3,LAMP3,SFTPB,SLC34A2,SFTPC,SFTPA2,LPCAT1,NAPSA,SFTPA1,SFTPD",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,3,1.0,"VWA5A,GATA2,CPA3,GRAP2,TPSAB1,HPGDS,MS4A2,KIT,HDC,CD44",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
Lung,3,1.0,"AIF1,SAT1,COTL1,RHOC,FCN1,LILRB2,IFITM2,LST1,FCGR3A,RPS19",CD16+ Monocyte,,,nonclassical monocyte
Lung,3,1.0,"EPAS1,FCN3,CDC42EP1,CDH5,NOSTRIN,CD81,FLNB,PODXL,RAMP3,BTNL9",Capillary,,,endothelial cell
Lung,3,1.0,"RPS27,CD8B,RPL34,CD3G,CCL5,GZMA,NKG7,CD3D,GZMH,CD8A",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,3,1.0,"DSTN,C16orf89,CTSE,CYB5A,PIGR,KIAA1324,SCGB3A2,CEACAM6,SFTPB,WFDC2",Club,club cell,CL:0000158,goblet cell
Lung,3,1.0,"ITGBL1,COL1A1,BGN,COL6A3,ASPN,COL1A2,COL3A1,POSTN,CALD1,LTBP1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
Lung,3,1.0,"GZMB,IRF7,PTPRE,NPC2,IL3RA,TYROBP,PPP1R14B,PLD4,SEC61B,IRF4",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,"natural killer t cell, cd8+ mem/eff t cell"
Lung,3,1.0,"BIRC5,TYMS,KPNA2,TPX2,NUSAP1,H2AFZ,UBE2C,ANLN,CDK1,STMN1",Proliferating Macrophage,,,proliferating cell
Lung,3,1.0,"UBE2C,NUSAP1,H2AFV,AURKB,CENPF,KIF2C,SMC4,HMGB2,TOP2A,BIRC5",Proliferating NK/T,,,proliferating cell
Lung,3,1.0,"EMCN,VWF,ENPP2,SPARCL1,INHBB,SPRY1,PLVAP,POSTN,ZNF385D,COL15A1",Bronchial Vessel,,,endothelial cell
Lung,3,1.0,"MUC5B,SCGB3A1,BPIFB1,WFDC2,SCGB1A1,SLPI,RARRES1,MSMB,SAA1,LCN2",Mucous,,,club cell
Lung,3,1.0,"SRPX,VWF,PTPRB,PRSS23,SELP,PLA1A,TGM2,SLCO2A1,LIFR,CPE",Vein,,,"The markers provided (SRPX, VWF, PTPRB, PRSS23, SELP, PLA1A, TGM2, SLCO2A1, LIFR, CPE) do not match with the markers of any specific cell type listed in the provided database context. These markers may indicate a mixture of endothelial cells and other cell types involved in vascular or inflammatory responses within the lung, but there is no clear one-to-one correspondence to any single cell type provided."
Lung,3,1.0,"TACC1,COX4I2,LAMC3,LAMB1,COL4A1,COL4A2,CHN1,CALD1,NID1,PDGFRB",Pericyte,pericyte,CL:0000669,pulmonary endothelial cell
Lung,3,1.0,"CALD1,TPM2,DSTN,MYH11,DES,ACTA2,PLN,MYL9,CNN1,CSRP1",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,3,1.0,"EPAS1,BMX,PTPRB,ARGLU1,DKK2,EFNB2,GJA5,HEY1,FBLN5,SEMA3G",Artery,,,endothelial cell
Lung,3,1.0,"TBX2,HPGD,APP,CLDN5,EMCN,CYP3A5,EDNRB,STXBP6,SOSTDC1,ESAM",Capillary Aerocyte,,,endothelial cell
Lung,3,1.0,"SRSF11,ACVRL1,VAT1,RALA,WWTR1,IPO7,PECAM1,SH3BP5,GALNT18,EPAS1",Capillary Intermediate,,,None
Lung,3,1.0,"C7,MEDAG,C3,CCDC71L,OSR1,FGF7,WT1,HAS1,STEAP1,CPXM1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,pulmonary alveolar type 2 cell
Lung,3,1.0,"C3,DSC3,ITLN1,GALNT9,ALDH1A3,PRG4,WT1,DMKN,SLPI,MGARP",Mesothelial,mesothelial cell,CL:0000077,goblet cell
Lung,3,1.0,"ITGA2B,TUBB1,CABP5,GRAP2,GP6,GP9,PF4,CMTM5,ACRBP,TMEM40",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
Lung,3,1.0,"CEBPB,GNLY,S100A6,LGALS1,CD2,CD7,CXCR4,CCL5,ZFP36L2,CTSW",Natural Killer T,,,T cell
Lung,3,1.0,"MET,CST5,HSPB3,RAMP1,CNN1,CLU,CSRP1,IGF1,FAM150A,SCX",Fibromyocyte,,,fibroblast
Lung,3,1.0,"PSCA,WFDC2,CXCL17,FAM3D,AGR2,GABRP,CLIC1,COX5A,S100P,TXN",Goblet,goblet cell,CL:0000160,goblet cell
Lung,3,1.0,"HEPACAM2,TMPRSS11E,STAC2,BSND,TFF3,ATP6V1B1,MFSD6L,ASCL3,FOXI1,PHGR1",Ionocyte,ionocyte,CL:0005006,pulmonary ionocyte
Lung,3,1.0,"BEX1,FAM46A,SCGN,PRDX2,CPE,CHGA,NENF,SEC11C,PCSK1N,EGR1",Neuroendocrine,neuroendocrine cell,CL:0000165,mixed_endocrine_and_neuroendocrine
Lung,3,1.0,"TESC,ZG16B,PRB3,PHB,TCN1,PRR4,PRH2,PRB4,LPO,LYZ",Serous,serous secreting cell,CL:0000313,goblet cell
Lung,3,1.0,"C1QB,C1QA,FCER1G,CTSZ,AIF1,C1QC,HLA-DRB1,LAPTM5,LYZ,CTSL",Macrophages,macrophage,CL:0000235,macrophage
Lung,3,1.0,"PRF1,NKG7,CD7,CTSW,GZMA,CCL4,CCL5,GNLY,GZMB,CST7",Innate lymphoid cell NK,natural killer cell,CL:0000623,natural killer cell
Lung,3,1.0,"SLC39A8,S100A14,SFTA3,SLC34A2,CYB5A,MUC1,SFTPD,NAPSA,SFTA2,PEBP4",AT2,type II pneumocyte,CL:0002063,alveolar epithelial cell
Lung,3,1.0,"PECAM1,IGFBP7,SPARCL1,RAMP2,MGP,GNG11,VWF,ACKR1,CLEC14A,RAMP3",EC venous,vein endothelial cell,CL:0002543,endothelial cell
Lung,3,1.0,"CD2,CXCR4,IL32,TRBC2,CD3E,CCL5,CORO1A,TRAC,CD3D,CD69",T cell lineage,T cell,CL:0000084,cd8+ mem/eff t cell
Lung,3,1.0,"IFI27,GIMAP7,PECAM1,CRIP2,TM4SF1,CLEC14A,CLDN5,SPARCL1,A2M,SOX17",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
Lung,3,1.0,"COL6A1,MGP,COL1A2,CALD1,C1S,LUM,SPARC,DCN,BGN,IGFBP7",Fibroblasts,fibroblast,CL:0000057,myofibroblast cell
Lung,3,1.0,"SFTA2,CEACAM6,CAV1,HOPX,FXYD3,ADIRF,EMP2,TSPAN13,AGER,KRT7",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 2 cell
Lung,3,1.0,"C5orf49,C11orf97,RP11-295M3.4,GSTA1,CD24,FAM229B,SNTN,TMEM231,C12orf75,RP11-356K23.1",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Club cells
Lung,3,1.0,"IGHA1,IGLC2,CD37,TSC22D3,CD79A,MS4A1,LTB,IGKC,CORO1A,ISG20",B cell lineage,B cell,CL:0000236,B cell
Lung,3,1.0,"TACSTD2,CP,CEACAM6,KRT19,WFDC2,CXCL17,PIGR,KRT7,MUC1,BPIFB1",Secretory,secretory cell,CL:0000151,goblet cell
Lung,3,1.0,"S100A8,CD14,FCER1G,AIF1,VCAN,S100A12,COTL1,FCN1,LST1,S100A9",Monocytes,monocyte,CL:0000576,neutrophil
Lung,3,1.0,"SEC11C,CCL28,TCN1,SELM,AZGP1,ZG16B,MARCKSL1,LTF,PIGR,PIP",Submucosal Secretory,,,club cell
Lung,3,1.0,"TM4SF1,IFI27,CLDN5,SPARCL1,HYAL2,AQP1,PECAM1,CLEC14A,EGFL7,CDH5",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
Lung,3,1.0,"RAMP2,TM4SF1,IGFBP7,MMRN1,CLDN5,GNG11,CCL21,SDPR,ECSCR,PPFIBP1",Lymphatic EC mature,,,endothelial cell
Lung,3,1.0,"TFF3,TIMP3,SDPR,CLDN5,TCF4,TFPI,IGFBP7,GNG11,CCL21,AKAP12",Lymphatic EC differentiating,,,endothelial cell
Lung,3,1.0,"HLA-DPB1,GPR183,HLA-DQA1,MS4A6A,HLA-DMA,HLA-DPA1,HLA-DQB1,ITGB2,CORO1A,HLA-DRB1",Dendritic cells,dendritic cell,CL:0000451,antigen-presenting cell or dendritic cell
Lung,3,1.0,"TAGLN,PRELP,TPM2,CALD1,MT1X,SPARCL1,CYR61,IGFBP5,GPX3,CTGF",Myofibroblasts,myofibroblast cell,CL:0000186,fibroblast
Lung,3,1.0,"C1orf186,HPGDS,CPA3,MS4A2,TPSB2,VWA5A,RGS13,KIT,TPSAB1,GATA2",Mast cells,mast cell,CL:0000097,mast cell
Lung,3,1.0,"ACTG2,PPP1R14A,DES,PLN,FLNA,LMOD1,SELM,IGFBP7,NEXN,TPM2",Fibromyocytes,,,smooth muscle cell
Lung,3,1.0,"HMGN1,MARCKS,ECSCR,S100A16,COX20,HMGN2,EID1,LSM2,TUBB,ARPC1A",Lymphatic EC proliferating,,,neutrophil
Lung,3,1.0,"TSHZ2,CD36,ST6GALNAC3,PPFIBP1,LDB2,MMRN1,KALRN,SEMA3A,PKHD1L1,FBXL7",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,lipofibroblast
Lung,3,1.0,"RBMS3,LMO7,LIMCH1,NCKAP5,EMP2,NTM,LAMA3,RAB11FIP1,KHDRBS2,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,pulmonary alveolar type 2 cell
Lung,3,1.0,"ERBB4,AUTS2,MACROD2,SFTPB,SFTPC,PDE4D,ANK3,LRRK2,ABCA3,ZNF385B",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,3,1.0,"SSBP2,GLIS3,MACROD2,XPR1,TP63,RBMS3,EYA2,KRT17,CACHD1,FAF1",Epithelial cell (basal),basal cell,CL:0000646,Answer not provided by context
Lung,3,1.0,"CDHR3,DNAH7,LRRIQ1,AGBL4,DNAH12,C4orf22,TMEM232,CFAP54,STK33,HYDIN",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,3,1.0,"SFTPB,SCGB3A2,MECOM,ERBB4,CDK14,KIAA1324,NEDD4L,MACROD2,BMPR1B,KIAA1217",Epithelial cell (club),club cell,CL:0000158,alveolar type II cell
Lung,3,1.0,"ARHGAP15,CREB3L2,PDK1,PLCG2,ST6GAL1,DENND5B,RALGPS2,MEF2C,FBXW7,FCHSD2",Immune (B cell),B cell,CL:0000236,nonclassical monocyte
Lung,3,1.0,"B2M,KLRD1,PRKCH,CD247,PARP8,FYN,ARHGAP15,PIP4K2A,AOAH,SKAP1",Immune (NK cell),natural killer cell,CL:0000623,nonclassical monocyte
Lung,3,1.0,"THEMIS,SYTL3,BCL2,FKBP5,FYN,ARHGAP15,ITK,PARP8,PTPRC,SKAP1",Immune (T cell),T cell,CL:0000084,b cell
Lung,3,1.0,"RNF149,FMNL2,ZEB2,MSR1,DOCK8,TFRC,PLXDC2,GPCPD1,SLC11A1,PPARG",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,lipofibroblast
Lung,3,1.0,"SYTL3,TPSB2,ARHGAP15,IL18R1,SRGN,SAMSN1,FER,TPSAB1,KIT,SLC24A3",Immune (mast cell),mast cell,CL:0000097,mast cell
Lung,3,1.0,"EBF1,CACNA1C,DMD,INPP4B,LPP,ACTA2,PRKG1,TPM1,MYH11,CALD1",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
Lung,3,1.0,"EGFL7,TCF4,PTPRM,LDB2,PECAM1,TIMP3,EPAS1,PTPRB,ST6GALNAC3,CALCRL",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,3,1.0,"LAMA2,PRKG1,PLEKHH2,RBMS3,SLIT2,RORA,ARHGAP6,LSAMP,ROBO2,PLXDC2",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,3,1.0,"SRGN,PLXDC2,TBXAS1,CTSB,CHST11,PIK3R5,SLC8A1,FKBP5,CD74,ZEB2",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",myeloid dendritic cell
Lung,3,1.0,"ADIPOQ,PLIN1,FOXO1,LPIN1,PLIN2,G0S2,GHR,EBF1,PPARG,ACSL1",Adipocyte,fat cell,CL:0000136,adipocyte
Lung,3,1.0,"HOPX,EMP2,CAV1,PDPN,AGER",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial cell type I
Lung,3,1.0,"SFTPB,NKX2-1,LAMP3,SLC34A2,SFTPC",Alveolar Type II,type II pneumocyte,CL:0002063,alveolar epithelial cell type II
Lung,3,1.0,"FAS,CD24,CD1c,CR2,CXCR3",B cell_memory,memory B cell,CL:0000787,unable to determine cell type
Lung,3,1.0,"FOXJ1,DNAH5,FAM92B,DNAI1,DNAI2,TUBA1A,HYDIN,CDHR3",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,3,1.0,"MUC5B,SCGB3A2,SLPI,BPIFA1,CYP2F2,SCGB1A1,SCGB3A1",Club Epithelial,club cell,CL:0000158,club cell
Lung,3,1.0,"COL5A1,COL4A1,COL3A1,IGFBP3,COL6A6,CCN2,COL6A2,COL6A3,COL1A1,NEGR1,FBN1,IGFBP5,COL1A2,COL5A2,FBLN1,IL33,DDR2,COL18A1,COL6A1,HGF,VIM,DCN,FN1,SLIT2,IL6",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,3,1.0,"LYVE1,CCL21,FLT4,RELN,PROX1,MMRN1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
Lung,3,1.0,"MS4A4A,SLC11A1,CD163,LYZ,MR1,CPM,LYVE1,C1QA,PTPRC,CD74,CSF1R,RBPJ,MSR1,MRC1,MS4A6A,CD68,MERTK,CD163,CD36,MS4A6A",Macrophage,macrophage,CL:0000235,macrophage
Lung,3,1.0,"KIT,CD69,TPSB2,FCER1A,TPSAB1,HDC",Mast Cell,mast cell,CL:0000097,mast cell
Lung,3,1.0,"ACTA2,CSPG4,ANPEP,MCAM,PDGFRB,DES,PDGFRB,ACTA2,MYO1B",Pericyte,pericyte,CL:0000669,pericyte
Lung,3,1.0,"MYOCD,GUCY1A3,SMTN,DES,PALLD,MYH11,ACTG2,GUCY1B3,MYL9,TAGLN,ACTN1,CNN1,ACTA2,VCL",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,3,1.0,"NKG7,CD3G,CD69,PTPRC,TRBC1,CD247,SKAP1,TRAC,THEMIS,IL7R,CD96,CD3E,CD3D",T cell,T cell,CL:0000084,T cell
Lung,3,1.0,"PECAM1,CLDN5,NOSTRIN,CD300LG,VWF,PTPRB,EPHB4,RAMP3,LDB2,BACE2",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,3,1.0,"PGC,SFTPB,SFTPA1,SFTA2,SFTPA2,MUC1,HOPX,NAPSA,SFTPD,SLC34A2",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
