,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
1903,1903,Lung,4,1.0,"CPA3,TPSAB1,HDC,VWA5A,KIT,MS4A2,CD44,HPGDS,GATA2,GRAP2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,14. Mast cells,Mast Cells,Mast Cells,Mast Cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1
1904,1904,Lung,4,1.0,"RPS19,AIF1,LILRB2,IFITM2,FCN1,LST1,RHOC,SAT1,FCGR3A,COTL1",CD16+ Monocyte,,,macrophage/monocyte,15. Myeloid cells,Myeloid Cells,Monocytes,Monocytes/Macrophages,myeloid cell,CL:0000763,myeloid cell,CL:0000763,monocyte,CL:0000576,macrophage,CL:0000235,-1,-1,-1,-1
1905,1905,Lung,4,1.0,"CDH5,FLNB,PODXL,FCN3,EPAS1,BTNL9,NOSTRIN,CD81,RAMP3,CDC42EP1",Capillary,,,blood vessel cell,16. Endothelial cells,Endothelial Cells,Endothelial Cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1906,1906,Lung,4,1.0,"CD3G,RPL34,CD8A,GZMA,CCL5,NKG7,CD8B,RPS27,CD3D,GZMH",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,17. Cytotoxic T cells,Cytotoxic T Cells,Cytotoxic T Cells,CD8 T Cells,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,"CD8-positive, alpha-beta T cell",CL:0000625,-1,-1,-1,0
1907,1907,Lung,4,1.0,"CEACAM6,KIAA1324,WFDC2,SFTPB,PIGR,DSTN,CTSE,CYB5A,C16orf89,SCGB3A2",Club,club cell,CL:0000158,epithelial cell,18. Mucosal cells,Goblet Cells,Club Cells,Secretory Club Cells,goblet cell,CL:0000160,mucosal type mast cell,CL:0000485,club cell,CL:0000158,club cell,CL:0000158,-1,-1,0,0
1908,1908,Lung,4,1.0,"COL1A1,COL3A1,CALD1,LTBP1,BGN,ASPN,ITGBL1,COL6A3,POSTN,COL1A2",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,19. Fibroblasts,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
1909,1909,Lung,4,1.0,"PTPRE,NPC2,TYROBP,PPP1R14B,IL3RA,GZMB,IRF4,IRF7,SEC61B,PLD4",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,20. NK cells,Dendritic Cells,Dendritic Cells,Basophils,dendritic cell,CL:0000451,natural killer cell,CL:0000623,dendritic cell,CL:0000451,basophil,CL:0000767,1,-1,1,-1
1910,1910,Lung,4,1.0,"KPNA2,STMN1,NUSAP1,CDK1,TYMS,H2AFZ,UBE2C,TPX2,ANLN,BIRC5",Proliferating Macrophage,,,macrophage/monocyte,"21. Proliferating cells (e.g., cancer cells)",Cancer Cells,Proliferating Cells,Proliferating Cells,malignant cell,CL:0001064,multinucleate cell,CL:0000228,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1
1911,1911,Lung,4,1.0,"SMC4,H2AFV,BIRC5,AURKB,NUSAP1,UBE2C,TOP2A,KIF2C,HMGB2,CENPF",Proliferating NK/T,,,t/nk cell,"22. Proliferating cells (e.g., cancer cells)",Cancer Cells,Proliferating Cells,Proliferating Cells,malignant cell,CL:0001064,multinucleate cell,CL:0000228,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1
1912,1912,Lung,4,1.0,"EMCN,SPRY1,ZNF385D,ENPP2,COL15A1,SPARCL1,INHBB,PLVAP,POSTN,VWF",Bronchial Vessel,,,bronchial cell,23. Endothelial cells,Endothelial Cells,Endothelial Cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1913,1913,Lung,4,1.0,"SCGB1A1,SLPI,MSMB,WFDC2,MUC5B,SAA1,BPIFB1,RARRES1,LCN2,SCGB3A1",Mucous,,,mucosal cell,24. Club cells,Club Cells,Club Cells,Clara Cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,-1,-1,-1,-1
1914,1914,Lung,4,1.0,"CPE,PLA1A,TGM2,SRPX,PTPRB,VWF,LIFR,PRSS23,SELP,SLCO2A1",Vein,,,blood vessel cell,25. Platelets,Platelets,Endothelial Cells,Endothelial Cells,platelet,CL:0000233,platelet,CL:0000233,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1915,1915,Lung,4,1.0,"COX4I2,LAMC3,NID1,CHN1,TACC1,COL4A2,PDGFRB,LAMB1,COL4A1,CALD1",Pericyte,pericyte,CL:0000669,pericyte,26. Alveolar epithelial cells,Smooth Muscle Cells,Fibroblasts,Smooth Muscle Cells,smooth muscle cell,CL:0000192,pulmonary alveolar epithelial cell,CL:0000322,fibroblast,CL:0000057,smooth muscle cell,CL:0000192,-1,-1,10,-1
1916,1916,Lung,4,1.0,"CSRP1,DES,ACTA2,TPM2,MYL9,PLN,CALD1,MYH11,DSTN,CNN1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,1. Smooth Muscle Cells,Smooth Muscle Cells,Smooth Muscle Cells,Fibroblasts,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,fibroblast,CL:0000057,0,0,0,-1
1917,1917,Lung,4,1.0,"BMX,EPAS1,ARGLU1,HEY1,DKK2,SEMA3G,FBLN5,EFNB2,GJA5,PTPRB",Artery,,,blood vessel cell,2. Endothelial Cells,Endothelial Cells,Endothelial Cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1918,1918,Lung,4,1.0,"HPGD,APP,CLDN5,ESAM,SOSTDC1,EDNRB,EMCN,CYP3A5,TBX2,STXBP6",Capillary Aerocyte,,,epithelial cell,3. Endothelial Cells,Endothelial Cells,Endothelial Cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1919,1919,Lung,4,1.0,"RALA,EPAS1,SH3BP5,PECAM1,SRSF11,ACVRL1,IPO7,WWTR1,VAT1,GALNT18",Capillary Intermediate,,,blood vessel cell,4. Endothelial Cells,Endothelial Cells,Endothelial Cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1920,1920,Lung,4,1.0,"OSR1,STEAP1,MEDAG,WT1,CPXM1,C3,FGF7,CCDC71L,HAS1,C7",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,5. Mesothelial Cells,Mesangial Cells,mesothelial cells,"Mesothelial cells, Stem cells, Fibroblasts",mesangial cell,CL:0000650,mesothelial cell,CL:0000077,mesothelial cell,CL:0000077,mesothelial fibroblast,CL:4023054,-1,7,7,-1
1921,1921,Lung,4,1.0,"C3,DSC3,ITLN1,MGARP,DMKN,GALNT9,WT1,SLPI,PRG4,ALDH1A3",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,6. Mesothelial Cells,Keratinocytes,conducting airway epithelial cells,"Immune cells, Epithelial cells",keratinocyte,CL:0000312,mesothelial cell,CL:0000077,respiratory epithelial cell,CL:0002368,nasopharyngeal epithelial cell,CL:1001573,-1,0,-1,-1
1922,1922,Lung,4,1.0,"GRAP2,ACRBP,CABP5,GP9,CMTM5,ITGA2B,PF4,TMEM40,TUBB1,GP6",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",7. Platelets,Platelets,platelets/megakaryocytes,"Platelets, Hematopoietic cells",platelet,CL:0000233,platelet,CL:0000233,megakaryocyte,CL:0000556,hematopoietic cell,CL:0000988,-1,-1,-1,-1
1923,1923,Lung,4,1.0,"CD7,CXCR4,LGALS1,CEBPB,ZFP36L2,CCL5,CD2,CTSW,S100A6,GNLY",Natural Killer T,,,t/nk cell,8. T Cells,T Cells,T cells,"T cells, Immune cells",t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,T-helper 9 cell,CL:0002061,-1,-1,-1,-1
1924,1924,Lung,4,1.0,"IGF1,HSPB3,CLU,SCX,RAMP1,CSRP1,FAM150A,CNN1,CST5,MET",Fibromyocyte,,,muscle cell,9. Tenocytes,Tenocytes,fibroblasts,"Fibroblasts, Endothelial cells",tendon cell,CL:0000388,tendon cell,CL:0000388,fibroblast,CL:0000057,endothelial cell,CL:0000115,-1,-1,-1,-1
1925,1925,Lung,4,1.0,"COX5A,FAM3D,CLIC1,TXN,PSCA,WFDC2,CXCL17,S100P,AGR2,GABRP",Goblet,goblet cell,CL:0000160,epithelial cell,10. Epithelial Cells,Pancreatic Ductal Cells,alveolar type II pneumocytes,"Clara cells, Goblet cells, Immune cells",pancreatic ductal cell,CL:0002079,epithelial cell,CL:0000066,type II pneumocyte differentiation,GO:0060510,respiratory goblet cell,CL:0002370,-1,1,-1,-1
1926,1926,Lung,4,1.0,"BSND,ASCL3,FOXI1,HEPACAM2,STAC2,TFF3,MFSD6L,ATP6V1B1,TMPRSS11E,PHGR1",Ionocyte,ionocyte,CL:0005006,epithelial cell,11. Epithelial Cells,Salivary Gland Ductal Cells,pulmonary ionocytes,"Neuroendocrine cells, Epithelial cells",salivary gland cell,CL:0009005,epithelial cell,CL:0000066,pulmonary ionocyte,CL:0017000,nasopharyngeal epithelial cell,CL:1001573,-1,1,-1,-1
1927,1927,Lung,4,1.0,"EGR1,SEC11C,CHGA,BEX1,FAM46A,CPE,NENF,PRDX2,PCSK1N,SCGN",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,12. Neuroendocrine Cells,Neuroendocrine Cells,neuroendocrine cells,"Immune cells, Macrophages",neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,macrophage,CL:0000235,0,0,0,-1
1928,1928,Lung,4,1.0,"ZG16B,LPO,PHB,PRB4,TESC,PRB3,PRH2,LYZ,PRR4,TCN1",Serous,serous secreting cell,CL:0000313,secretory cell,13. Salivary Gland Cells,Salivary Gland Acinar Cells,salivary glands,"Secretory cells, Immune cells, Mucous cells",acinar cell of salivary gland,CL:0002623,salivary gland cell,CL:0009005,salivary gland cell,CL:0009005,mucous neck cell,CL:0000651,-1,-1,-1,-1
1929,1929,Lung,4,1.0,"LAPTM5,HLA-DRB1,C1QA,FCER1G,AIF1,CTSZ,CTSL,C1QB,C1QC,LYZ",Macrophages,macrophage,CL:0000235,macrophage/monocyte,14. Macrophages,Macrophages,macrophages,"Monocytes, Dendritic cells",macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,dendritic cell,CL:0000451,0,0,0,4
1930,1930,Lung,4,1.0,"CST7,PRF1,GZMB,GNLY,CCL5,CTSW,GZMA,NKG7,CCL4,CD7",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,15. Cytotoxic T Cells,Cytotoxic T Cells,Cytotoxic T cells or Natural Killer cells,Cytotoxic T cells,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,cytotoxic t cell,CL:0000910,-1,-1,0,-1
1931,1931,Lung,4,1.0,"SFTA3,SFTPD,CYB5A,SLC39A8,NAPSA,MUC1,SFTA2,S100A14,SLC34A2,PEBP4",AT2,type II pneumocyte,CL:0002063,epithelial cell,16. Alveolar Cells,Alveolar Type II Cells,Alveolar T2 cells,Alveolar epithelial cells (Type II),pulmonary alveolar type 2 cell,CL:0002063,alveolar macrophage,CL:0000583,T2 B cell,CL:0000959,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,0,-1,-1,1
1932,1932,Lung,4,1.0,"GNG11,VWF,IGFBP7,RAMP2,PECAM1,RAMP3,SPARCL1,CLEC14A,MGP,ACKR1",EC venous,vein endothelial cell,CL:0002543,endothelial cell,17. Endothelial Cells,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3
1933,1933,Lung,4,1.0,"CXCR4,CD69,TRAC,CD3D,CCL5,CD3E,CORO1A,TRBC2,IL32,CD2",T cell lineage,T cell,CL:0000084,t/nk cell,18. T Cells,T Cells,T cells,T cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,0,0,0,0
1934,1934,Lung,4,1.0,"GIMAP7,SOX17,CLEC14A,CLDN5,SPARCL1,PECAM1,A2M,CRIP2,IFI27,TM4SF1",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,19. Endothelial Cells,Endothelial Cells,Endothelial cells,Endothelial progenitor cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,adult endothelial progenitor cell,CL:0002619,3,3,3,-1
1935,1935,Lung,4,1.0,"C1S,COL6A1,IGFBP7,COL1A2,MGP,SPARC,LUM,DCN,CALD1,BGN",Fibroblasts,fibroblast,CL:0000057,fibroblast,20. Fibroblasts,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,0,0,0,0
1936,1936,Lung,4,1.0,"EMP2,TSPAN13,FXYD3,CEACAM6,HOPX,CAV1,AGER,ADIRF,SFTA2,KRT7",AT1,type I pneumocyte,CL:0002062,epithelial cell,21. Lung Epithelial Cells,Type I Alveolar Cells,Alveolar Epithelial cells,Airway epithelial cells,pulmonary alveolar type 1 cell,CL:0002062,epithelial cell of lung,CL:0000082,pulmonary alveolar epithelial cell,CL:0000322,respiratory epithelial cell,CL:0002368,0,2,1,4
1937,1937,Lung,4,1.0,"TMEM231,C11orf97,CD24,RP11-356K23.1,SNTN,C5orf49,C12orf75,RP11-295M3.4,FAM229B,GSTA1",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,22. Cholangiocytes,Kidney Tubular Cells,Unknown/Mix,Dendritic cells,kidney cell,CL:1000497,cholangiocyte,CL:1000488,cyanophore,CL:0000747,dendritic cell,CL:0000451,-1,-1,-1,-1
1938,1938,Lung,4,1.0,"TSC22D3,MS4A1,CD37,LTB,CORO1A,IGLC2,IGKC,CD79A,ISG20,IGHA1",B cell lineage,B cell,CL:0000236,b cell,23. B Cells,B Cells,B cells,B cells,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,0,0,0,0
1939,1939,Lung,4,1.0,"WFDC2,KRT19,CEACAM6,BPIFB1,TACSTD2,CXCL17,KRT7,CP,MUC1,PIGR",Secretory,secretory cell,CL:0000151,secretory cell,24. Secretory Epithelial Cells,Goblet Cells,Secretory or Club cells,Club cells (Clara cells),goblet cell,CL:0000160,fallopian tube secretory epithelial cell,CL:4030006,club cell,CL:0000158,club cell,CL:0000158,-1,-1,-1,-1
1940,1940,Lung,4,1.0,"S100A9,CD14,FCER1G,VCAN,AIF1,FCN1,COTL1,S100A12,S100A8,LST1",Monocytes,monocyte,CL:0000576,macrophage/monocyte,25. Myeloid Cells,Monocytes,Monocytes,Macrophages,monocyte,CL:0000576,myeloid cell,CL:0000763,monocyte,CL:0000576,macrophage,CL:0000235,0,2,0,2
1941,1941,Lung,4,1.0,"AZGP1,ZG16B,PIP,SELM,MARCKSL1,SEC11C,CCL28,LTF,PIGR,TCN1",Submucosal Secretory,,,secretory cell,1. Mammary epithelial cells,Gastric mucus neck cells,Secretory Epithelial Cells,Club cells,mucous neck cell of gastric gland,CL:0002181,mammary gland epithelial cell,CL:0002327,fallopian tube secretory epithelial cell,CL:4030006,club cell,CL:0000158,-1,-1,-1,-1
1942,1942,Lung,4,1.0,"HYAL2,TM4SF1,SPARCL1,AQP1,PECAM1,CLEC14A,CLDN5,CDH5,IFI27,EGFL7",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,2. Endothelial cells,Endothelial cells,Endothelial Cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,2,2,2,2
1943,1943,Lung,4,1.0,"ECSCR,CCL21,PPFIBP1,IGFBP7,GNG11,SDPR,RAMP2,TM4SF1,CLDN5,MMRN1",Lymphatic EC mature,,,endothelial cell,3. Choroid plexus epithelial cells,Endothelial cells,Endothelial Cells,Fibroblasts,endothelial cell,CL:0000115,choroid plexus epithelial cell,CL:0000706,endothelial cell,CL:0000115,fibroblast,CL:0000057,-1,-1,-1,-1
1944,1944,Lung,4,1.0,"CLDN5,TCF4,TFPI,TIMP3,AKAP12,GNG11,TFF3,CCL21,IGFBP7,SDPR",Lymphatic EC differentiating,,,endothelial cell,4. Endothelial cells,Endothelial cells,Endothelial Cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1945,1945,Lung,4,1.0,"ITGB2,HLA-DQB1,GPR183,CORO1A,HLA-DMA,MS4A6A,HLA-DPA1,HLA-DRB1,HLA-DQA1,HLA-DPB1",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,5. B cells,T lymphocytes,Dendritic Cells,Dendritic cells,T cell,CL:0000084,b cell,CL:0000236,dendritic cell,CL:0000451,dendritic cell,CL:0000451,3,-1,0,0
1946,1946,Lung,4,1.0,"TPM2,CYR61,CTGF,TAGLN,MT1X,SPARCL1,IGFBP5,PRELP,GPX3,CALD1",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,6. Smooth muscle cells,Fibroblasts,Fibroblasts,Myofibroblasts,fibroblast,CL:0000057,smooth muscle cell,CL:0000192,fibroblast,CL:0000057,myofibroblast cell,CL:0000186,-1,-1,-1,0
1947,1947,Lung,4,1.0,"MS4A2,HPGDS,GATA2,TPSB2,CPA3,C1orf186,KIT,TPSAB1,RGS13,VWA5A",Mast cells,mast cell,CL:0000097,granulocyte,7. Mast cells,Mast cells,Mast Cells,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0
1948,1948,Lung,4,1.0,"LMOD1,IGFBP7,FLNA,DES,NEXN,PLN,ACTG2,TPM2,SELM,PPP1R14A",Fibromyocytes,,,muscle cell,8. Smooth muscle cells,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
1949,1949,Lung,4,1.0,"EID1,TUBB,ARPC1A,S100A16,HMGN2,MARCKS,LSM2,HMGN1,ECSCR,COX20",Lymphatic EC proliferating,,,endothelial cell,9. Epithelial cells,Fibroblasts,Epithelial Cells,Fibroblasts,fibroblast,CL:0000057,epithelial cell,CL:0000066,epithelial cell,CL:0000066,fibroblast,CL:0000057,-1,-1,-1,-1
1950,1950,Lung,4,1.0,"CD36,SEMA3A,PKHD1L1,MMRN1,LDB2,ST6GALNAC3,TSHZ2,KALRN,PPFIBP1,FBXL7",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,10. Endothelial cells,Endothelial cells,Alveolar Macrophages,Alveolar epithelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,alveolar macrophage,CL:0000583,pulmonary alveolar epithelial cell,CL:0000322,2,2,-1,-1
1951,1951,Lung,4,1.0,"LIMCH1,ST6GALNAC5,KHDRBS2,NCKAP5,RAB11FIP1,NTM,RBMS3,LAMA3,LMO7,EMP2",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,11. Epithelial cells,Fibroblasts,Fibroblasts,Endothelial cells,fibroblast,CL:0000057,epithelial cell,CL:0000066,fibroblast,CL:0000057,endothelial cell,CL:0000115,9,3,9,16
1952,1952,Lung,4,1.0,"ABCA3,ERBB4,MACROD2,PDE4D,ANK3,ZNF385B,SFTPB,SFTPC,AUTS2,LRRK2",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,12. Pneumocytes,Alveolar type II cells,Alveolar Type II Cells,Immune cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,leukocyte,CL:0000738,0,1,0,-1
1953,1953,Lung,4,1.0,"FAF1,MACROD2,KRT17,CACHD1,TP63,EYA2,XPR1,SSBP2,RBMS3,GLIS3",Epithelial cell (basal),basal cell,CL:0000646,stem cell,13. Epithelial cells,Epithelial cells,Basal Cells,Mesenchymal cells,epithelial cell,CL:0000066,epithelial cell,CL:0000066,basal cell,CL:0000646,mesenchymal cell,CL:0008019,17,17,0,-1
1954,1954,Lung,4,1.0,"STK33,DNAH7,CDHR3,DNAH12,LRRIQ1,TMEM232,HYDIN,C4orf22,CFAP54,AGBL4",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,14. Respiratory epithelial cells,Ciliated cells,Ciliated Epithelial Cells,Fibroblasts,ciliated cell,CL:0000064,respiratory epithelial cell,CL:0002368,ciliated epithelial cell,CL:0000067,fibroblast,CL:0000057,1,-1,0,-1
1955,1955,Lung,4,1.0,"BMPR1B,NEDD4L,MACROD2,MECOM,CDK14,KIAA1217,SFTPB,KIAA1324,SCGB3A2,ERBB4",Epithelial cell (club),club cell,CL:0000158,epithelial cell,15. Pneumocytes,Lung epithelial cells,Epithelial Cells,Ciliated cells,epithelial cell of lung,CL:0000082,pulmonary alveolar epithelial cell,CL:0000322,epithelial cell,CL:0000066,ciliated cell,CL:0000064,-1,-1,2,7
1956,1956,Lung,4,1.0,"CREB3L2,FCHSD2,ST6GAL1,RALGPS2,PDK1,MEF2C,ARHGAP15,FBXW7,DENND5B,PLCG2",Immune (B cell),B cell,CL:0000236,b cell,16. Endothelial cells,T lymphocytes,Fibroblasts,Goblet cells,T cell,CL:0000084,endothelial cell,CL:0000115,fibroblast,CL:0000057,goblet cell,CL:0000160,-1,-1,-1,-1
1957,1957,Lung,4,1.0,"AOAH,ARHGAP15,PRKCH,PARP8,CD247,SKAP1,KLRD1,B2M,FYN,PIP4K2A",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,17. Monocytes,NK cells,T cells,Bronchial epithelial cells,natural killer cell,CL:0000623,monocyte,CL:0000576,t cell,CL:0000084,bronchial epithelial cell,CL:0002328,0,-1,-1,-1
1958,1958,Lung,4,1.0,"PTPRC,BCL2,FYN,ITK,ARHGAP15,THEMIS,SKAP1,SYTL3,FKBP5,PARP8",Immune (T cell),T cell,CL:0000084,t/nk cell,18. T cells,T lymphocytes,T cells,Mucosal immune cells,T cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,mucosal type mast cell,CL:0000485,0,0,0,-1
1959,1959,Lung,4,1.0,"DOCK8,ZEB2,GPCPD1,PLXDC2,SLC11A1,FMNL2,RNF149,TFRC,MSR1,PPARG",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,19. Macrophages,Monocytes,Myeloid Cells,Surfactant-producing cells,monocyte,CL:0000576,macrophage,CL:0000235,myeloid cell,CL:0000763,surfactant secreting cell,CL:0000157,3,2,4,-1
1960,1960,Lung,4,1.0,"SRGN,SLC24A3,SYTL3,KIT,TPSB2,SAMSN1,TPSAB1,FER,ARHGAP15,IL18R1",Immune (mast cell),mast cell,CL:0000097,granulocyte,20. Mast cells,Mast cells,Mast Cells,Type II alveolar cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,pulmonary alveolar type 2 cell,CL:0002063,0,0,0,-1
1961,1961,Lung,4,1.0,"INPP4B,LPP,CALD1,TPM1,PRKG1,ACTA2,DMD,MYH11,EBF1,CACNA1C",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell",21. Smooth muscle cells,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
1962,1962,Lung,4,1.0,"CALCRL,PECAM1,PTPRB,LDB2,TIMP3,TCF4,EGFL7,EPAS1,ST6GALNAC3,PTPRM",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,22. Endothelial cells,Endothelial cells,Endothelial Cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,1,1,1
1963,1963,Lung,4,1.0,"ARHGAP6,RBMS3,PLEKHH2,ROBO2,PLXDC2,LSAMP,PRKG1,LAMA2,SLIT2,RORA",Fibroblast,fibroblast,CL:0000057,fibroblast,23. Neurons,Neurons ,Fibroblasts,Fibroblasts,neuron,CL:0000540,neuron,CL:0000540,fibroblast,CL:0000057,fibroblast,CL:0000057,10,10,0,0
1964,1964,Lung,4,1.0,"ZEB2,SLC8A1,FKBP5,PIK3R5,TBXAS1,PLXDC2,CD74,CHST11,SRGN,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte",24. Fibroblasts,Monocytes,Fibroblasts,Epithelial cells,monocyte,CL:0000576,fibroblast,CL:0000057,fibroblast,CL:0000057,epithelial cell,CL:0000066,-1,-1,-1,-1
1965,1965,Lung,4,1.0,"ACSL1,PLIN1,FOXO1,PPARG,LPIN1,G0S2,EBF1,GHR,PLIN2,ADIPOQ",Adipocyte,fat cell,CL:0000136,fat cell,25. Adipocytes,Adipocytes,Adipocytes,Adipocytes,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,0,0,0,0
1966,1966,Lung,4,1.0,"PDPN,EMP2,CAV1,HOPX,AGER",Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,1. Mesothelial cells,Alveolar Type 1 Cells,Alveolar Epithelial Cells type I,Mesothelial cells,pulmonary alveolar type 1 cell,CL:0002062,mesothelial cell,CL:0000077,pulmonary alveolar type 1 cell,CL:0002062,mesothelial cell,CL:0000077,0,9,0,9
1967,1967,Lung,4,1.0,"NKX2-1,SLC34A2,SFTPC,LAMP3,SFTPB",Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,2. Alveolar Type II cells,Alveolar Type 2 Cells,Alveolar Epithelial Cells type II,Alveolar macrophages,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,alveolar macrophage,CL:0000583,0,0,1,-1
